Unnamed: 0,PolicyNo_Flag,Year,postalCode,builtYear,nrOfFloors,Construction_Material_C,Item_Type_C,FloorsType_C,Location,Region,Region_code,distr,distr_code,floodvulnerability,windvulnerability,TExposure,postcode_area,postcode_perimeter,postcode_coast_flg,postcode_coast_len,postcode_alt_mean,postcode_slo_mean,postcode_slp_mean,postcode_rgh_mean,postcode_cor_111,postcode_cor_112,postcode_cor_121,postcode_cor_122,postcode_cor_123,postcode_cor_124,postcode_cor_131,postcode_cor_132,postcode_cor_133,postcode_cor_141,postcode_cor_142,postcode_cor_211,postcode_cor_212,postcode_cor_213,postcode_cor_221,postcode_cor_222,postcode_cor_223,postcode_cor_231,postcode_cor_241,postcode_cor_242,postcode_cor_243,postcode_cor_244,postcode_cor_311,postcode_cor_312,postcode_cor_313,postcode_cor_321,postcode_cor_322,postcode_cor_323,postcode_cor_324,postcode_cor_331,postcode_cor_332,postcode_cor_333,postcode_cor_334,postcode_cor_411,postcode_cor_412,postcode_cor_421,postcode_cor_422,postcode_cor_511,postcode_cor_512,postcode_cor_521,postcode_cor_522,postcode_cor_523,SubItemType_C,TCapital_Insurred,TPremiums,TIncurred,Avg_Cost,ClaimNb_Flood,ClaimNb_Other,ClaimNb_Storm,TClaimsNo
97790,296234P,2013,19013,1975,1,C1,C1,C1,Other,Sterea Hellas (excl. Athens and Pireaus),7,Attica,3,3,2,0.257534247,43259262,42626,1,25161,83.429,5.388,9.497,49.686,0,16920975,0,0,0,0,0,0,0,0,254557,0,0,0,0,0,1113079,2002414,0,1963089,1365771,0,0,413085,0,0,0,15601421,488587,0,0,1998325,978909,0,0,0,0,0,0,0,0,159051,C1C2,73367.57,0,0,0,0,0,0,1
36,11301P,2013,10432,2008,4,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,101921,1342,0,0,81.667,1.846,3.223,15.667,101921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,1599192,267.8,0,0,0,0,0,1
21193,116181P,2017,11853,1980,0,C2,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,0.008219178,433791,2883,0,0,37,1.536,2.682,13.636,433791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,240000,59.48,0,0,0,0,0,1
23684,69851P,2017,12136,1980,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,1628632,5014,0,0,67.225,1.364,2.382,13,1628632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,150000,35.19,0,0,0,0,0,0
17520,207742P,2020,11634,1970,6,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.005479452,332832,3023,0,0,122.833,1.849,3.229,18,299922,0,0,0,0,0,0,0,0,0,32909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,120000,25.73,0,0,0,0,0,1
65787,69263P,2017,16674,1996,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,3,2,1.002739726,7728371,13651,1,1905,128.872,6.275,11.094,54.281,0,4556870,0,0,0,0,0,0,0,0,237193,0,0,0,0,0,0,0,0,0,0,0,0,921,0,0,0,1869,457992,0,0,2459419,0,0,0,0,0,0,0,0,0,14113,C1C2,255200,75.66,0,0,0,0,0,0
170986,20859P,2014,72300,1985,1,C2,C1,C1,Other,Crete ( excl. Eraklion),14,Crete,4,2,1,0.854794521,321005404,211142,1,169166,246.026,6.597,11.658,61.153,709295,1947869,2859598,0,0,1081475,0,0,0,0,0,1198191,0,0,606938,0,74355941,1921367,0,11106074,26060682,0,260293,0,0,99367095,0,90912581,1527427,0,1189284,5414494,0,0,0,0,0,0,0,0,0,486795,C1C2,147410.53,73.4,0,0,0,0,0,0
18476,17786P,2019,11636,1994,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,720634,3687,0,0,98.667,2.154,3.761,18.778,336551,0,0,0,0,0,0,0,0,243160,140921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,195200,60.65,0,0,0,0,0,0
166772,236481P,2021,69100,1963,0,C1,C3,C1,Other,Thraki and island of Samothraki,1,East Macedonia and Thrace,8,3,2,0.835616438,756154525,228242,1,49177,227.827,4.689,8.312,44.272,469844,13236955,10426672,7052133,0,1074812,510261,0,0,0,261586,202986290,153170597,0,0,0,0,7425992,0,8872132,25636487,0,174650743,3735356,6876446,6623978,0,84193751,28008048,2849007,0,585556,0,12823031,0,2403519,0,202349,1832393,224537,0,22057,C1C2,185000,25.25,0,0,0,0,0,0
71049,50305P,2017,17124,1977,2,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,957621,4077,0,0,71.423,1.298,2.266,11.962,957621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,67000,15.41,0,0,0,0,0,0
159910,238335P,2021,63085,1980,0,C1,C1,C2,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,3,2,0.767123288,105850393,78733,1,61718,112.292,4.999,8.769,46.883,0,2813573,0,0,0,0,0,0,0,0,2440636,3813310,0,0,0,0,13226546,0,0,12586134,29811897,0,0,11896793,3747092,0,0,1392936,23822276,0,0,0,0,0,0,0,0,0,0,0,0,299203,C1C2,55000,12.46,0,0,0,0,0,0
105270,209647P,2022,20400,1960,2,C2,C1,C1,Other,Peloponnissos (excl. Patras),11,Peloponnese,10,1,1,1.002739726,166680440,94236,1,7820,824.686,11.121,19.936,105.175,283779,3550585,0,1642591,0,0,0,0,0,0,0,424136,0,0,16564227,1715747,12960761,0,0,10584891,15621996,0,596587,18485929,0,9112058,1159265,35574939,29548628,0,875754,7945996,0,0,0,0,0,0,0,0,0,32565,C1C2,120000,17.02,0,0,0,0,0,0
50681,210357P,2019,15351,1985,3,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,3,2,0.153424658,18564424,28447,0,0,197.766,2.463,4.304,22.035,29180,7413936,1843908,740550,0,0,0,0,0,0,0,0,0,0,839429,0,0,0,0,5640070,0,0,0,0,0,0,0,0,0,0,0,2057351,0,0,0,0,0,0,0,0,0,0,C1C2,125000,26.9,0,0,0,0,0,0
59772,217802P,2022,16452,2003,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,591816,4371,0,0,51.467,1.64,2.864,15.933,497902,0,89777,0,0,0,0,0,0,0,4137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,160000,38.3,0,0,0,0,0,0
123016,6593P,2015,37001,2004,0,C1,C1,C1,Other,Thessalia (excl. Volos),5,Thessaly,13,1,1,0.553424658,103721724,52001,1,21935,719.079,13.658,24.51,127.725,0,1542653,0,0,0,0,0,0,0,0,0,0,0,0,0,5834139,3936553,0,0,0,16606936,0,48798120,8060243,15282801,29520,0,405891,3179599,0,0,0,0,0,0,0,0,0,0,0,0,45271,C1C2,134400,26.55,0,0,0,0,0,0
56669,223321P,2021,16232,1967,0,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,1.002739726,1129336,5231,0,0,154.69,2.595,4.534,25.172,1095836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33500,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,285000,78.12,0,0,0,0,0,0
98463,1482P,2016,19014,1974,0,C1,C1,C2,Other,Sterea Hellas (excl. Athens and Pireaus),7,Attica,3,3,2,1.005479452,167514137,68121,1,16708,362.513,5.672,9.985,53.476,0,16922171,1058936,1059567,0,0,0,0,0,0,0,10854775,0,0,0,0,6612537,251744,0,27656600,28646392,0,0,9250765,7717720,0,0,8451979,24269323,0,0,0,22673589,642249,0,0,0,0,1332849,0,0,112942,C1C2,97600,30.3,0,0,0,0,0,0
146112,234687P,2021,55535,2000,0,C1,C1,C2,Other,City of Thessaloniki,3,Central Macedonia,7,3,2,0.928767123,24096739,33767,1,2943,96.595,2.889,5.052,26.907,2370089,4617392,7103327,546663,0,0,0,0,765168,329855,0,0,150253,0,0,0,0,0,0,3434072,57328,0,0,1508049,0,0,0,0,3129647,0,0,0,0,0,0,78786,0,0,0,0,0,6109,C1C2,110000,16.79,0,0,0,0,0,0
60424,186978P,2022,16561,1989,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,3,2,1.002739726,5400653,12131,0,0,269.599,9.471,16.932,87.409,360511,2288995,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167859,0,0,1583272,0,0,0,0,0,0,0,0,0,0,C1C2,262400,80.59,0,0,0,0,0,0
19521,8449P,2018,11742,1964,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,295445,2614,0,0,87,2.471,4.316,24.25,257356,0,0,0,0,0,0,0,0,5007,33083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,163200,50.56,0,0,0,0,0,0
27924,259511P,2022,13231,1996,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,0.906849315,6787703,10686,0,0,235.482,5.979,10.519,58.036,2937039,95167,0,0,0,0,25862,0,0,0,291689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624452,813500,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,149850,12,0,0,0,0,0,0
169718,40461P,2014,71409,1974,3,C1,C3,C1,Other,City of Eraklion,15,Crete,4,4,3,0.682191781,13261179,16378,0,0,141.894,3.585,6.28,33.369,0,3923896,0,195940,0,0,0,0,0,0,0,0,0,0,1249937,0,4486909,0,0,2620186,776649,0,0,0,0,7662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,142700,154.95,3883.28,3883.28,1,0,0,1
68032,159777P,2021,17121,1965,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,826319,4072,0,0,47.875,1.795,3.133,15.958,826319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,60000,14.82,0,0,0,0,0,0
108149,15891P,2013,22019,1993,1,C2,C1,C2,Other,Peloponnissos (excl. Patras),11,Peloponnese,10,4,2,1.002739726,4692274,10997,1,6302,6.949,0.579,1.012,5.65,0,548988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3076664,0,0,732913,0,0,0,0,0,245789,0,0,0,71471,0,0,0,0,0,0,0,0,0,0,0,16450,C1C2,102714.6,48.59,0,0,0,0,0,0
107352,82665P,2016,21200,1983,0,C1,C1,C2,Other,Peloponnissos (excl. Patras),11,Peloponnese,10,2,1,0.106849315,591528282,183811,1,10547,356.683,7.764,13.865,73.636,2480309,7290883,2321696,695501,0,0,0,0,0,0,648426,2759551,7353432,0,3050815,108907181,73084379,15487769,0,42264202,39550911,0,0,415856,4646129,29799415,0,236626399,4253041,1442880,4411573,3946758,0,0,0,79168,0,0,0,0,0,12018,C1C2,150000,37.05,0,0,0,0,0,0
12054,94689P,2017,11471,1979,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,0.421917808,712519,3830,0,0,170.778,5.314,9.306,50.556,259839,0,2056,0,0,0,0,0,0,450141,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,163200,0,0,0,0,0,0,0
104980,36309P,2017,20300,1972,4,C1,C1,C2,Other,Peloponnissos (excl. Patras),11,Peloponnese,10,2,2,0.202739726,180222563,103981,1,71898,325.77,9.799,17.588,91.223,1364569,1444616,1637656,161097,0,0,0,0,0,0,3626168,1703566,0,0,0,1159465,12778087,439315,0,18820862,10688457,0,0,65119580,0,1512295,0,11162131,45813262,0,0,1336861,0,0,0,0,0,0,0,48637,0,1405942,C1C2,57120,17.62,0,0,0,0,0,0
69987,231010P,2021,17123,2008,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,821794,5888,0,0,49.526,1.733,3.025,15.421,821794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,111000,12,0,0,0,0,0,0
167346,198119P,2020,70007,1975,2,C1,C2,C1,Other,Crete ( excl. Eraklion),14,Crete,4,2,2,0.391780822,34083952,33361,1,7764,419.293,10.688,19.155,100.727,0,589118,0,80506,0,0,0,0,0,0,1126650,1116555,0,0,0,0,3116669,94126,0,2718826,952700,0,0,760937,0,7547661,0,14546632,652282,0,0,743648,0,0,0,0,0,0,0,0,0,37643,C1C2,110552.76,2.8,0,0,0,0,0,0
47899,44635P,2016,15237,1972,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,3,1,1.005479452,2123237,6420,0,0,188.077,2.94,5.142,27.846,0,1950899,488,0,0,0,0,0,0,171849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,297600,92.19,0,0,0,0,0,0
101855,16101P,2013,19500,1984,2,C1,C1,C1,Other,Sterea Hellas (excl. Athens and Pireaus),7,Attica,3,3,3,0.775342466,42268014,51608,1,36324,78.342,3.681,6.445,33.321,0,7027790,3604128,0,470207,0,0,0,0,0,1214097,0,0,0,0,0,378739,302097,0,1590498,86926,0,0,4365631,17312200,0,0,3816417,1780349,0,0,248800,0,0,0,0,0,0,0,0,0,70136,C1C2,353110.42,173.91,0,0,0,0,0,0
79185,235126P,2022,17671,1967,3,C1,C1,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,0.126027397,633461,3136,0,0,50.125,1.332,2.326,11.625,633461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,148750,34.91,0,0,0,0,0,0
157964,44323P,2014,63077,2000,2,C1,C1,C1,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,3,2,0.608219178,228287470,90792,1,68569,85.468,3.439,6.025,32.734,0,4758400,0,1732606,0,0,0,0,0,0,7717669,71593395,0,0,0,0,31367964,0,0,4343440,31132054,0,0,35842489,16622501,0,0,2289288,19416167,0,0,0,0,0,0,1163207,0,0,0,0,0,308292,C1C2,470000,98.11,0,0,0,0,0,1
168854,300117P,2013,71304,1990,0,C2,C3,C1,Other,City of Eraklion,15,Crete,4,5,3,0.063013699,1870898,7440,0,0,23.133,1.862,3.251,16.622,491453,1321104,0,4149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,144000,42.93,0,0,0,0,0,1
92912,83965P,2017,19001,2007,2,C1,C2,C1,Other,Sterea Hellas (excl. Athens and Pireaus),7,Attica,3,3,2,0.901369863,129125369,93659,1,42964,149.848,5.372,9.464,50.753,0,19623501,1665586,0,0,0,0,0,0,0,0,0,0,0,2621097,0,15044174,103784,0,27676919,12950960,0,0,5513309,432910,3959355,0,30529509,5885374,0,0,2960770,0,0,0,0,0,0,0,0,0,158118,C1C2,5270000,2311.24,0,0,0,0,0,0
131717,270761P,2022,46100,1972,0,C1,C1,C2,Other,Epiros and island of Corfu / northern Ionian islands,4,Epirus,5,3,2,0.419178082,298639625,196014,1,90224,221.417,8.826,15.773,84.356,444695,7115814,308899,1948277,403466,0,579522,0,0,285477,373585,6081105,14708950,1059190,0,9284767,16753357,1150861,0,20067783,24753026,0,10380170,4222843,7941019,54240524,0,94064986,7405151,288034,893769,3249816,0,161158,0,3071946,0,1,135127,6056618,0,1209683,C1C2,135000,12,0,0,0,0,0,0
88512,69988P,2016,18537,1969,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,3,0.8,503730,5157,1,2529,28.182,3.294,5.759,28,430157,0,0,0,63291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10282,C1C2,153600,38.09,0,0,0,0,0,0
100412,215879P,2020,19100,1996,2,C1,C1,C1,Other,Sterea Hellas (excl. Athens and Pireaus),7,Attica,3,3,2,0.778082192,324855775,109281,1,42560,296.824,7.165,12.811,66.008,1571384,10656528,2565314,3201168,0,2043579,788373,0,0,0,1998898,8281765,0,0,10279010,2262467,54213313,6874412,0,39774305,18683300,0,0,59304580,2005031,3978364,0,40334776,51039240,0,0,418898,4418378,0,0,0,0,0,0,0,0,162708,C1C2,295000,62.76,0,0,0,0,0,0
8614,73244P,2018,11146,1987,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,1839307,6690,0,0,160.104,2.602,4.546,24.292,1347421,0,87835,0,0,0,0,0,0,0,404051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,160000,37.68,0,0,0,0,0,0
29630,132513P,2019,13671,1988,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,5775584,11908,0,0,159.538,1.251,2.185,11.621,538283,2581737,836237,167197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,137600,34.19,0,0,0,0,0,0
109652,37744P,2014,23100,1990,5,C1,C3,C1,Other,Peloponnissos (excl. Patras),11,Peloponnese,10,2,1,0.868493151,527643378,128185,0,0,708.519,8.773,15.74,83.868,0,6327193,1005947,764970,0,0,1246781,0,0,0,0,0,55992,0,0,26198033,101549466,11156208,0,9552709,28328995,0,12776619,74495591,5049217,13664504,730598,160500816,52411920,0,6526430,15301388,0,0,0,0,0,0,0,0,0,0,C1C2,50000,39.02,0,0,0,0,0,1
159968,247904P,2021,63085,2000,0,C1,C1,C2,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,3,2,0.260273973,105850393,78733,1,61718,112.292,4.999,8.769,46.883,0,2813573,0,0,0,0,0,0,0,0,2440636,3813310,0,0,0,0,13226546,0,0,12586134,29811897,0,0,11896793,3747092,0,0,1392936,23822276,0,0,0,0,0,0,0,0,0,0,0,0,299203,C1C2,62500,16.93,0,0,0,0,0,0
14765,208547P,2021,11525,1978,4,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,0.868493151,799937,4469,0,0,179.7,1.349,2.354,12.75,470748,60610,268579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,25000,14.87,0,0,0,0,0,0
13010,27297P,2019,11476,1978,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,644883,4518,0,0,200,5.024,8.793,48.067,434854,64176,0,0,0,0,0,0,0,145853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,140800,21.66,0,0,0,0,0,0
131409,69221P,2019,45500,2006,0,C1,C1,C2,Other,Epiros and island of Corfu / northern Ionian islands,4,Epirus,5,2,2,1.002739726,1102739222,327830,0,0,723.691,10.097,18.172,95.748,0,16496234,7328687,10898819,0,0,1562144,0,340331,173674,317469,49719836,34867501,0,0,0,0,35365902,0,57466311,186857377,0,144533946,30364952,26005314,141471532,0,180590555,133767463,559147,332880,29048495,0,3153120,0,0,0,1217003,10300534,0,0,0,C1C2,129600,40.16,0,0,0,0,0,0
123389,12683P,2014,37010,1999,0,C2,C1,C1,Other,Thessalia (excl. Volos),5,Thessaly,13,1,1,0.715068493,92304193,60931,1,21636,407.04,9.536,16.923,87.028,0,2967606,0,0,0,0,646096,0,0,0,0,29936,0,0,0,1114760,15997157,314254,0,1962741,10219198,0,18291089,1419327,2977555,0,0,13539476,22770872,0,0,0,0,0,0,0,0,0,0,0,0,54125,C1C2,216000,89.6,0,0,0,0,0,1
169188,84297P,2016,71305,1999,0,C1,C1,C2,Other,City of Eraklion,15,Crete,4,5,3,0.032876712,2427156,6683,0,0,51.516,2.144,3.745,20.952,1585017,685865,0,53823,0,0,0,0,0,0,102450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,152000,11.95,0,0,0,0,0,0
62690,60518P,2016,16672,1993,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,3,2,1.005479452,18618481,28530,1,6611,85.882,4.449,7.806,40.595,0,6597467,629400,0,0,0,0,0,0,0,293547,0,0,0,0,0,0,1661836,0,1536845,0,0,0,0,0,0,0,4340272,3222927,0,0,314034,0,0,0,0,0,0,0,0,0,22153,C1C2,240000,74.34,0,0,0,0,0,0
91776,160654P,2018,18900,2002,0,C1,C3,C1,Other,Sterea Hellas (excl. Athens and Pireaus),7,Attica,3,4,3,0.249315068,38131259,65513,1,58535,54.739,4.791,8.424,45.151,703481,14485420,233168,0,563152,0,269977,252261,0,0,0,0,0,0,0,0,0,292898,0,2998659,0,0,0,575339,0,322900,0,10505870,1633692,0,0,4828999,0,0,0,0,0,0,0,0,0,465433,C1C2,36000,8.44,0,0,0,0,0,0
81707,36088P,2015,17676,1991,4,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,696237,4839,0,0,35.438,0.929,1.621,8.25,694938,0,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,141254.25,54.62,0,0,0,0,0,0
161195,161761P,2021,63200,1995,0,C1,C1,C2,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,4,3,0.750684932,194980221,87140,1,43521,82.69,1.537,2.684,14.423,0,10602372,0,1103527,60722,0,0,0,0,0,0,56363367,0,0,0,22220588,56061968,943184,0,24317254,11474400,0,0,124035,0,0,0,6357731,0,1665680,0,0,0,0,0,3610496,0,0,0,0,0,74894,C1C2,60800,15.06,0,0,0,0,0,0
27324,231031P,2022,13123,1980,2,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,1.002739726,3107248,9940,0,0,172.382,3.721,6.519,37.053,1931574,195795,0,0,0,0,6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926209,47363,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,107200,13.12,0,0,0,0,0,0
153233,257430P,2021,59100,1983,0,C1,C1,C2,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,3,1,0.002739726,762555373,227064,0,0,629.245,7.579,13.499,71.762,742303,16426597,9932407,4719206,0,0,1459989,0,0,0,251406,10758631,43907050,474401,0,114441386,0,6040550,0,41432093,42104476,0,205079668,36459665,85230240,55767210,9249398,11795148,47747120,0,7071411,0,0,1282917,0,0,0,8649612,1532451,0,0,0,C1C2,148500,12,0,0,0,0,0,0
54146,28766P,2020,15771,1980,3,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.005479452,612698,3639,0,0,147.786,1.948,3.402,17.857,588044,0,0,0,0,0,0,0,0,22742,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,349200,105.83,0,0,0,0,0,0
39201,98775P,2020,14671,1975,2,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,3,2,0.416438356,5095430,12148,0,0,302.248,3.12,5.46,27.696,410679,3249607,0,318509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582807,0,0,531624,0,0,0,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,2200000,344.11,0,0,0,0,0,0
61649,90041P,2022,16562,1985,0,C1,C1,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,3,2,1.002739726,8009924,12090,0,0,304.275,9.112,16.141,84.005,0,1922156,279501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641592,0,0,0,1722051,1102347,0,0,1342264,0,0,0,0,0,0,0,0,0,0,C1C2,137500,33.97,0,0,0,0,0,0
62129,11499P,2018,16672,1968,3,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,3,2,1.002739726,18618481,28530,1,6611,85.882,4.449,7.806,40.595,0,6597467,629400,0,0,0,0,0,0,0,293547,0,0,0,0,0,0,1661836,0,1536845,0,0,0,0,0,0,0,4340272,3222927,0,0,314034,0,0,0,0,0,0,0,0,0,22153,C1C2,163111.53,65.33,0,0,0,0,0,0
177267,1075P,2013,74100,1960,0,C1,C3,C1,Other,Crete ( excl. Eraklion),14,Crete,4,3,3,1.002739726,259853492,91188,1,34741,327.763,5.886,10.373,55.101,319703,7662338,2529283,0,136963,0,252112,257047,0,0,1381729,4770966,0,0,1200310,0,73466533,16488458,0,23236303,27445875,0,4452777,0,3190300,31260421,0,53150236,3087542,2529,0,5362698,0,0,0,0,0,0,0,0,0,199356,C1C2,54000,16.11,0,0,0,0,0,1
98224,65679P,2021,19013,1998,0,C1,C1,C1,Other,Sterea Hellas (excl. Athens and Pireaus),7,Attica,3,3,2,1.002739726,43259262,42626,1,25161,83.429,5.388,9.497,49.686,0,16920975,0,0,0,0,0,0,0,0,254557,0,0,0,0,0,1113079,2002414,0,1963089,1365771,0,0,413085,0,0,0,15601421,488587,0,0,1998325,978909,0,0,0,0,0,0,0,0,159051,C1C2,121600,35.78,0,0,0,0,0,0
17057,211075P,2019,11633,1964,4,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,0.060273973,332130,2684,0,0,132.25,1.604,2.8,14.875,332130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,110000,23.63,0,0,0,0,0,0
111622,250963P,2022,24300,2000,0,C1,C1,C2,Other,Peloponnissos (excl. Patras),11,Peloponnese,10,3,2,1.002739726,91230620,51795,1,16858,172.344,3.627,6.421,33.44,0,1291838,0,0,0,0,278510,0,0,0,0,2904561,253953,0,264192,0,38628221,0,0,11201887,22042554,0,204221,0,3332399,903021,0,9544439,0,0,0,0,0,0,0,0,0,0,0,0,0,380823,C1C2,63800,12,0,0,0,0,0,0
45665,3402P,2015,15234,1973,0,C1,C3,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,1.002739726,2675445,8012,0,0,208.284,0.654,1.142,6.209,0,2617959,0,53174,0,0,0,0,0,0,4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,137800,29.05,0,0,0,0,0,0
