Unnamed: 0,PolicyNo_Flag,Year,postalCode,builtYear,nrOfFloors,Construction_Material_C,Item_Type_C,FloorsType_C,Location,Region,Region_code,distr,distr_code,floodvulnerability,windvulnerability,TExposure,postcode_area,postcode_perimeter,postcode_coast_flg,postcode_coast_len,postcode_alt_mean,postcode_slo_mean,postcode_slp_mean,postcode_rgh_mean,postcode_cor_111,postcode_cor_112,postcode_cor_121,postcode_cor_122,postcode_cor_123,postcode_cor_124,postcode_cor_131,postcode_cor_132,postcode_cor_133,postcode_cor_141,postcode_cor_142,postcode_cor_211,postcode_cor_212,postcode_cor_213,postcode_cor_221,postcode_cor_222,postcode_cor_223,postcode_cor_231,postcode_cor_241,postcode_cor_242,postcode_cor_243,postcode_cor_244,postcode_cor_311,postcode_cor_312,postcode_cor_313,postcode_cor_321,postcode_cor_322,postcode_cor_323,postcode_cor_324,postcode_cor_331,postcode_cor_332,postcode_cor_333,postcode_cor_334,postcode_cor_411,postcode_cor_412,postcode_cor_421,postcode_cor_422,postcode_cor_511,postcode_cor_512,postcode_cor_521,postcode_cor_522,postcode_cor_523,SubItemType_C,TCapital_Insurred,TPremiums,TIncurred,Avg_Cost,ClaimNb_Flood,ClaimNb_Other,ClaimNb_Storm,TClaimsNo
26754,248871P,2022,13122,1967,2,C1,C1,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,0.745205479,4535279,11371,0,0,90.298,0.921,1.607,8.632,2391923,630987,277318,0,0,0,0,0,0,0,1235050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,17500,5.45,0,0,0,0,0,0
154033,247910P,2022,60065,2013,3,C1,C1,C2,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,3,2,1.002739726,8173047,29583,1,7205,325.76,6.782,11.948,63.337,0,1448578,0,268343,0,0,0,0,0,0,8409,0,0,0,0,0,0,0,0,2599034,264098,0,3568639,10747,0,0,0,2635,0,0,0,0,0,0,0,0,0,0,0,0,0,2565,C1C2,102500,20.87,0,0,0,0,0,0
154911,48955P,2020,60100,1968,0,C1,C1,C2,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,3,2,1.005479452,857091985,189056,1,13060,482.788,7.34,13.18,70.238,1125289,24568480,4010724,1778911,0,0,1253163,0,813124,0,716559,184233578,38313414,0,1254337,20915648,5627369,10413599,0,51224606,101599286,0,214670160,50696249,52583771,15815752,0,37219983,29914899,5453580,492192,0,0,0,0,1543576,0,837964,0,0,0,15768,C1C2,176000,31.69,0,0,0,0,0,0
34249,42958P,2017,14451,1991,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,0.347945205,1517673,6038,0,0,153.35,1.754,3.062,15.45,0,1254362,0,263311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,160000,44.6,0,0,0,0,0,1
160245,54863P,2016,63085,1992,0,C1,C3,C1,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,3,2,1.005479452,105850393,78733,1,61718,112.292,4.999,8.769,46.883,0,2813573,0,0,0,0,0,0,0,0,2440636,3813310,0,0,0,0,13226546,0,0,12586134,29811897,0,0,11896793,3747092,0,0,1392936,23822276,0,0,0,0,0,0,0,0,0,0,0,0,299203,C1C2,98000,46.07,0,0,0,0,0,1
103053,249862P,2021,20006,1990,2,C1,C1,C1,Other,Peloponnissos (excl. Patras),11,Peloponnese,10,3,2,0.235616438,61414391,92352,1,6145,206.216,5.603,9.871,53.168,0,3559362,0,445929,0,0,0,0,0,0,0,0,0,0,19015543,3632945,5466788,0,0,5414410,6503683,0,0,633282,369590,0,0,3837281,12474680,0,0,0,0,0,0,0,0,0,0,0,0,60901,C1C2,180000,38.57,0,0,0,0,0,0
40020,20239P,2013,15122,1977,4,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,1.002739726,1891479,8799,0,0,220.521,2.106,3.678,18.979,0,1460980,301828,125079,0,0,0,0,0,0,3592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,473470.29,437.61,0,0,0,0,0,0
130916,94358P,2021,45333,1973,0,C1,C3,C2,Other,Epiros and island of Corfu / northern Ionian islands,4,Epirus,5,3,2,1.002739726,1543113,7035,0,0,550.459,5.547,9.738,52.189,597350,259663,0,0,0,0,0,0,0,680224,0,0,0,0,0,0,0,0,0,5877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,117000,25.71,0,0,0,0,0,0
92354,92764P,2017,18900,1980,0,C1,C1,C2,Other,Sterea Hellas (excl. Athens and Pireaus),7,Attica,3,4,3,0.498630137,38131259,65513,1,58535,54.739,4.791,8.424,45.151,703481,14485420,233168,0,563152,0,269977,252261,0,0,0,0,0,0,0,0,0,292898,0,2998659,0,0,0,575339,0,322900,0,10505870,1633692,0,0,4828999,0,0,0,0,0,0,0,0,0,465433,C1C2,67200,14.57,0,0,0,0,0,0
159469,51536P,2018,63081,1978,0,C1,C1,C1,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,3,2,1.002739726,118118739,76533,1,42315,251.693,6.031,10.604,56.347,0,843487,0,0,0,0,0,0,0,0,1344510,0,0,0,4730931,0,7062648,0,0,2910568,4612318,0,0,838603,63677084,0,0,11479156,20471580,0,0,0,0,0,0,0,0,0,0,0,0,147850,C1C2,112000,34.68,0,0,0,0,0,2
156882,48102P,2021,63075,2009,2,C1,C1,C1,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,2,1,1.002739726,174125605,115608,1,81075,150.094,4.803,8.434,44.831,0,2132291,0,0,0,0,0,0,0,0,584120,12655466,0,0,0,0,0,0,0,16862278,26277923,0,26975283,13738473,37121197,0,0,24301472,12806988,494827,0,0,0,0,0,0,0,0,0,0,0,175288,C1C2,163200,50.56,0,0,0,0,0,0
60285,91918P,2019,16452,2007,2,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,591816,4371,0,0,51.467,1.64,2.864,15.933,497902,0,89777,0,0,0,0,0,0,0,4137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,45000,16.4,0,0,0,0,0,0
140878,194501P,2020,54631,1970,7,C1,C3,C1,Other,City of Thessaloniki,3,Central Macedonia,7,5,2,0.339726027,245595,2054,0,0,28.333,2.198,3.839,21.5,245595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,110000,24.4,0,0,0,0,0,0
166210,44315P,2014,68100,2000,4,C2,C1,C2,Other,Thraki and island of Samothraki,1,East Macedonia and Thrace,8,4,3,0.6,430129526,175580,1,94578,133.36,3.799,6.666,35.707,1148132,8417400,6314955,4314398,665903,2128432,1340377,0,0,0,632357,92254335,6288342,0,0,0,18522370,592308,0,17408554,36073937,0,60712518,9827777,25038681,10042004,0,69871125,31378396,448251,0,0,0,0,0,13203102,0,1024683,0,0,12005965,475226,C1C2,97560,21.73,0,0,0,0,0,0
47433,36649P,2020,15236,1977,0,C1,C1,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,2,2,1.005479452,27774908,25949,0,0,492.393,8.51,15.028,79.265,0,5239753,0,0,0,0,0,0,0,0,105601,0,0,0,0,0,0,0,0,0,0,0,0,64377,0,0,0,8383493,3139747,0,0,10841937,0,0,0,0,0,0,0,0,0,0,C1C2,831600,260.24,0,0,0,0,0,0
71553,129595P,2019,17236,2007,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,0.660273973,461319,3701,0,0,122.091,2.788,4.872,21.636,450087,0,11233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,121250,28.9,0,0,0,0,0,0
76333,71651P,2016,17561,1977,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,3,0.687671233,1240701,9873,1,6985,8.742,1.467,2.562,13.935,773881,0,0,0,124985,0,0,0,0,0,329063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12772,C1C2,225000,55.56,0,0,0,0,0,0
179500,302965P,2013,80100,2005,0,C1,C1,C1,Other,Peloponnissos (excl. Patras),11,Attica,3,2,1,0.416438356,148371941,128497,1,112097,208.917,6.218,10.988,58.533,0,2231523,0,0,0,0,0,0,0,0,283026,5665915,0,0,0,0,18041615,11447903,0,10809396,7331936,0,0,0,867855,1505761,0,52688827,0,0,0,19832157,16461768,0,0,0,0,0,0,0,0,1204260,C1C2,264000,74.87,0,0,0,0,0,1
125869,241411P,2021,38500,1985,2,C1,C1,C2,Other,City of Volos,6,Thessaly,13,2,2,0.616438356,415601835,191765,1,38106,387.067,7.87,13.967,72.815,38936,5969870,5759853,62257,0,0,1548273,262922,322588,0,0,1837266,1151017,0,0,21918560,26190214,8675276,0,22323425,26016910,0,35745644,4708928,60178367,17209886,0,128740576,24040057,0,0,1328472,0,0,0,0,0,0,21446796,0,0,125733,C1C2,177600,0,0,0,0,0,0,0
27062,73213P,2017,13122,1974,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,4535279,11371,0,0,90.298,0.921,1.607,8.632,2391923,630987,277318,0,0,0,0,0,0,0,1235050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,86250,21.31,0,0,0,0,0,0
36431,228163P,2022,14564,2005,4,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,1.002739726,7316843,14551,0,0,233.255,1.704,2.974,15.011,34122,4352894,1314529,331781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49312,1234205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,158750,37.83,0,0,0,0,0,0
148955,257091P,2022,57001,2004,2,C1,C3,C2,Other,City of Thessaloniki,3,Central Macedonia,7,3,2,1.002739726,116606282,75503,1,6356,162.222,3.693,6.49,34.476,698083,4770781,6899755,0,0,10440767,334086,0,2121275,0,341300,29421653,1112376,0,0,0,0,1313765,0,16319703,3514151,0,0,1475536,67019,4585798,0,20207968,12590471,0,0,0,0,0,0,317228,0,0,0,0,0,74572,C1C2,22000,4.08,0,0,0,0,0,0
88884,24320P,2015,18539,1976,5,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,1.002739726,758684,4383,1,2175,20.2,3.614,6.32,30.1,740298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18385,C1C2,186000,118.71,0,0,0,0,0,2
45294,170293P,2020,15234,1983,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,1.005479452,2675445,8012,0,0,208.284,0.654,1.142,6.209,0,2617959,0,53174,0,0,0,0,0,0,4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,204400,10.1,0,0,0,0,0,0
69005,135423P,2021,17122,2001,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,906929,4695,0,0,32.409,2.015,3.519,17.273,906929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,187500,44.7,0,0,0,0,0,1
94778,263914P,2022,19005,2002,0,C1,C3,C1,Other,Sterea Hellas (excl. Athens and Pireaus),7,Attica,3,3,2,0.706849315,37062501,31916,1,9870,207.449,7.017,12.405,65.465,0,12448364,0,0,0,0,0,0,0,0,2349957,0,0,0,0,0,0,0,0,1829573,0,0,0,3389997,286468,0,0,151107,7921524,0,0,8647684,0,0,0,0,0,0,0,0,0,37824,C1C2,249000,48.64,0,0,0,0,0,0
102919,49226P,2021,20004,1986,2,C1,C1,C1,Other,Peloponnissos (excl. Patras),11,Peloponnese,10,3,2,1.002739726,180011198,80478,1,37586,480.875,8.258,14.629,77.119,0,1089983,0,0,0,0,0,0,0,0,3545297,4547877,0,0,0,0,5894000,6514723,0,2303784,5374872,0,0,58102188,0,2233233,0,63421483,25392861,0,1356869,0,0,0,0,0,0,0,0,0,0,234034,C1C2,152525.95,83.11,0,0,0,0,0,1
30102,78872P,2017,13671,2003,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,5775584,11908,0,0,159.538,1.251,2.185,11.621,538283,2581737,836237,167197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,127500,30.37,0,0,0,0,0,0
32319,212183P,2020,14231,1992,3,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,0.465753425,1129697,5504,0,0,129.923,1.292,2.255,12.346,1010634,67178,0,0,0,0,0,0,0,51885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,158750,37.34,0,0,0,0,0,0
123777,300324P,2013,37012,1988,0,C1,C1,C1,Other,Thessalia (excl. Volos),5,Thessaly,13,1,1,0.084931507,58254248,52695,1,20130,606.86,14.245,25.572,132.817,0,4208037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332805,0,0,252737,6958156,0,35132823,0,0,0,0,3564278,7768253,0,0,0,0,0,0,0,0,0,0,0,0,37161,C1C2,32000,12.14,0,0,0,0,0,0
6394,47610P,2019,11141,1988,4,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,847818,4045,0,0,121.55,2.105,3.675,18.7,835438,0,12380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,204994.86,56.89,0,0,0,0,0,0
56130,197002P,2021,16231,1985,6,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,1.002739726,1087974,5631,0,0,173.296,2.775,4.849,23.926,829645,0,0,0,0,0,0,0,0,0,21980,0,0,0,0,0,0,0,0,0,0,0,0,32747,0,0,0,203602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,74000,17.1,0,0,0,0,0,0
46081,92543P,2019,15234,1983,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,1.002739726,2675445,8012,0,0,208.284,0.654,1.142,6.209,0,2617959,0,53174,0,0,0,0,0,0,4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,113000,24.23,0,0,0,0,0,0
33701,214812P,2020,14342,1983,2,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,0.849315068,1869861,6186,0,0,115.543,1.215,2.121,11.043,380,1324689,0,236016,0,0,0,0,0,308776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,32000,7.42,0,0,0,0,0,0
138505,229935P,2021,54453,1973,0,C1,C1,C1,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,5,2,0.008219178,853007,4961,0,0,38.727,1.718,3,14.636,853007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,62500,15.42,0,0,0,0,0,0
138939,35004P,2013,54454,1985,4,C1,C3,C1,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,5,2,0.852054795,571085,3863,0,0,49.714,1.667,2.911,16.143,571085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,51600,44.96,0,0,0,0,0,0
87078,764P,2013,18533,2007,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,930504,8050,1,4771,22.273,2.515,4.393,24.045,630159,0,107179,11888,0,0,0,0,0,0,174382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6895,C1C2,121600,36.01,573.1,573.1,0,0,1,1
91804,20118P,2014,18900,1982,3,C1,C3,C1,Other,Sterea Hellas (excl. Athens and Pireaus),7,Attica,3,4,3,1.002739726,38131259,65513,1,58535,54.739,4.791,8.424,45.151,703481,14485420,233168,0,563152,0,269977,252261,0,0,0,0,0,0,0,0,0,292898,0,2998659,0,0,0,575339,0,322900,0,10505870,1633692,0,0,4828999,0,0,0,0,0,0,0,0,0,465433,C1C2,100000,137.71,0,0,0,0,0,0
40490,78171P,2018,15122,1978,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,0.701369863,1891479,8799,0,0,220.521,2.106,3.678,18.979,0,1460980,301828,125079,0,0,0,0,0,0,3592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,180000,44.47,0,0,0,0,0,0
104139,89487P,2019,20100,1984,4,C1,C3,C1,Other,Peloponnissos (excl. Patras),11,Peloponnese,10,3,2,1.002739726,160118285,107709,1,26350,295.957,6.312,11.171,58.536,1214379,4979740,2215282,1744589,0,0,289574,0,0,0,927557,3789597,0,0,0,12903430,24659347,1368093,0,21783048,9895040,0,0,27162152,13780,0,0,35765053,11077523,0,0,0,0,0,0,0,0,0,0,0,0,330099,C1C2,200000,72.52,0,0,0,0,0,0
21621,235272P,2022,11855,2007,7,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,1672209,5443,0,0,29.366,0.588,1.026,5.293,212544,0,1459665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,121600,15.76,0,0,0,0,0,0
10475,210375P,2019,11361,1960,6,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,0.164383562,230767,2112,0,0,116.333,2.195,3.834,19.833,230768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,82000,40.53,0,0,0,0,0,1
7042,241232P,2022,11143,1972,0,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,880298,5156,0,0,95,1.847,3.224,16.304,716887,161053,0,2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,60000,21.31,0,0,0,0,0,0
81342,117813P,2020,17676,1960,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.005479452,696237,4839,0,0,35.438,0.929,1.621,8.25,694938,0,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,76800,19.08,0,0,0,0,0,0
111676,210000P,2019,24400,2004,1,C1,C1,C2,Other,Peloponnissos (excl. Patras),11,Peloponnese,10,3,2,0.189041096,130590217,75686,1,33584,228.6,4.071,7.19,37.725,0,1851302,0,0,0,0,271171,0,0,0,1261584,0,0,0,3261625,0,68688004,0,0,6063417,19780245,0,1231762,0,9431252,266224,0,18208240,0,0,0,0,0,0,0,0,0,0,0,0,0,275392,C1C2,160000,32.8,0,0,0,0,0,0
13446,78850P,2020,11521,1963,0,C1,C1,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,1.005479452,616536,3803,0,0,142,3.024,5.287,29.8,187868,0,155639,0,0,0,0,0,0,10470,262558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,126400,31.45,0,0,0,0,0,1
74059,273028P,2022,17455,1987,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,3,0.304109589,3920917,17070,1,9141,23.286,1.774,3.098,17.02,3529002,0,0,0,251017,0,0,0,0,0,120190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20707,C1C2,135000,28.39,0,0,0,0,0,0
82130,61911P,2015,17778,1961,2,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,0.575342466,2462776,8502,0,0,23.754,0.592,1.033,5.344,1399250,0,1063526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,256000,164.88,0,0,0,0,0,0
161630,73369P,2016,63200,2002,0,C1,C1,C2,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,4,3,0.583561644,194980221,87140,1,43521,82.69,1.537,2.684,14.423,0,10602372,0,1103527,60722,0,0,0,0,0,0,56363367,0,0,0,22220588,56061968,943184,0,24317254,11474400,0,0,124035,0,0,0,6357731,0,1665680,0,0,0,0,0,3610496,0,0,0,0,0,74894,C1C2,48000,11.48,0,0,0,0,0,0
92556,109573P,2017,19001,1993,0,C1,C1,C1,Other,Sterea Hellas (excl. Athens and Pireaus),7,Attica,3,3,2,0.126027397,129125369,93659,1,42964,149.848,5.372,9.464,50.753,0,19623501,1665586,0,0,0,0,0,0,0,0,0,0,0,2621097,0,15044174,103784,0,27676919,12950960,0,0,5513309,432910,3959355,0,30529509,5885374,0,0,2960770,0,0,0,0,0,0,0,0,0,158118,C1C2,80000,0,0,0,0,0,0,0
121706,16602P,2014,34500,1970,4,C1,C3,C1,Other,Evvoia,8,Central Greece,12,2,2,1.002739726,241008924,103431,1,38440,213.826,6.468,11.459,60.984,0,3196073,2105837,0,0,0,1628682,0,0,0,4574169,13268492,2780751,0,476379,0,18371629,1572576,0,38474923,31952244,0,0,0,0,10637229,0,99322865,5757752,0,0,1989157,0,4740792,0,0,0,0,0,0,0,159371,C1C2,320000,258.41,0,0,0,0,0,0
107965,8053P,2020,22001,1983,0,C1,C3,C1,Other,Peloponnissos (excl. Patras),11,Peloponnese,10,1,1,1.005479452,227989191,124888,1,13003,640.466,11.073,19.829,104.972,0,2965381,0,231757,0,0,0,0,0,0,283056,0,0,0,0,301252,40827953,0,0,328040,28012720,0,6594151,25340570,5528388,21464661,0,70592648,20213754,985327,2880865,201383,0,0,0,1216793,0,0,0,0,0,20495,C1C2,95200,44.78,0,0,0,0,0,0
11168,51018P,2014,11363,1978,0,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,0.410958904,959971,5162,0,0,190.68,6.136,10.769,55.16,709606,141179,0,0,0,0,0,0,0,109186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,111600,34.93,0,0,0,0,0,1
85879,210142P,2021,18452,2011,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,1.002739726,2683724,7547,0,0,220.333,6.858,12.067,62.652,859328,419487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3902,0,0,0,1214960,0,0,0,186047,0,0,0,0,0,0,0,0,0,0,C1C2,141000,9.45,0,0,0,0,0,0
47810,28757P,2020,15237,1992,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,3,1,1.005479452,2123237,6420,0,0,188.077,2.94,5.142,27.846,0,1950899,488,0,0,0,0,0,0,171849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,352000,73.43,0,0,0,0,0,0
8159,207553P,2022,11146,1990,3,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,1.002739726,1839307,6690,0,0,160.104,2.602,4.546,24.292,1347421,0,87835,0,0,0,0,0,0,0,404051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,150000,32.48,0,0,0,0,0,0
134981,10718P,2013,49100,2006,2,C1,C1,C1,Other,Epiros and island of Corfu / northern Ionian islands,4,Ionian Islands,9,4,3,0.536986301,100153602,125925,1,101422,66.806,4.244,7.509,39.855,1142055,8881990,1743003,0,299192,688525,0,294501,0,264465,2364241,2290946,0,0,639352,0,9663829,6625919,0,29147853,17155687,0,35899,513395,340192,296774,0,16997059,0,0,0,0,0,0,0,202622,0,0,0,47264,0,518835,C1C2,190000,55.1,0,0,0,0,0,0
107610,30491P,2013,21300,2008,0,C1,C1,C2,Other,Peloponnissos (excl. Patras),11,Peloponnese,10,3,2,0.106849315,249973461,148214,1,99139,234.001,7.033,12.526,64.965,407721,3051555,2103126,0,0,0,1400780,0,2052305,0,2349638,3674325,0,0,0,0,44166752,3376118,0,26298194,40389465,0,231504,7648475,0,4727507,0,97368256,7761274,0,0,908769,1034155,0,0,0,0,0,0,57580,0,965974,C1C2,124800,35.13,0,0,0,0,0,2
3902,240760P,2021,10559,1957,8,C1,C3,C1,Athens,Cities of Athens and Pireaus,9,Attica,3,5,2,0.638356164,59358,1078,0,0,88.319,1.869,3.262,14.222,59358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,70000,16.03,0,0,0,0,0,0
124939,88385P,2021,38222,2005,0,C1,C1,C2,Other,City of Volos,6,Thessaly,13,5,2,0.2,1982073,7353,1,2387,25.78,2.548,4.457,24.04,1634786,322677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3710,C1C2,50000,12.11,0,0,0,0,0,0
152190,304560P,2013,57500,1988,2,C1,C1,C1,Other,Macedonia and island of Thasos (excl.Thessaloniki),2,Central Macedonia,7,4,2,0.01369863,170797313,84121,1,23232,85.87,1.891,3.303,17.691,0,5653991,159254,0,0,690183,0,0,1132,0,323662,123209827,0,0,582288,0,0,0,0,24919835,3087109,0,0,0,0,0,0,7863113,0,0,0,0,0,0,0,3717190,0,0,0,488772,0,100954,C1C2,200000,0,0,0,0,0,0,0
33235,169753P,2018,14235,1991,0,C1,C1,C2,Athens,Cities of Athens and Pireaus,9,Attica,3,4,2,0.095890411,836932,4530,0,0,152.318,0.839,1.464,9.045,165344,653099,0,0,0,0,0,0,0,7866,10623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1C2,153600,7.1,0,0,0,0,0,0
